event_id,customer_id,asset_id,event_type,gross_amount,fee_amount,net_amount,event_timestamp,period_date,settlement_date,status,source_system,product_line,metadata_json,created_at
FE000307,CUST008,ASSET_ADA,staking_fee_charge,557.45183556,55.74518356,501.706652,2025-03-15 08:41:01,2025-03-01,2025-04-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_873588"", ""custodian_ref"": ""CREF_750278""}",2025-03-15 08:41:01
FE000863,CUST019,ASSET_SOL,custody_withdrawal,87.2778799,0.08727788,87.19060202,2024-12-12 07:19:06,2024-12-01,2024-12-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_610869"", ""custodian_ref"": ""CREF_544509""}",2024-12-12 07:19:06
FE000352,CUST009,ASSET_DOT,staking_fee_charge,923.31751542,92.33175154,830.98576388,2024-08-11 13:30:51,2024-08-01,2024-09-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_394238"", ""custodian_ref"": ""CREF_110087""}",2024-08-11 13:30:51
FE000797,CUST018,ASSET_USDT,custody_deposit,560.64069519,0.5606407,560.08005449,2024-12-01 10:43:12,2024-12-01,2024-12-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_710092"", ""custodian_ref"": ""CREF_128282""}",2024-12-01 10:43:12
FE000613,CUST014,ASSET_DOT,custody_withdrawal,993.62333252,0.99362333,992.62970919,2025-01-28 00:04:05,2025-01-01,2025-01-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_488069"", ""custodian_ref"": ""CREF_307582""}",2025-01-28 00:04:05
FE000820,CUST018,ASSET_ADA,staking_reward_settled,528.83510675,52.88351068,475.95159607,2025-01-06 02:16:07,2025-01-01,2025-02-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_669779"", ""custodian_ref"": ""CREF_223604""}",2025-01-06 02:16:07
FE000527,CUST013,ASSET_ETH,staking_reward_settled,56.33575143,5.63357514,50.70217629,2024-11-14 14:40:57,2024-11-01,2024-11-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_930721"", ""custodian_ref"": ""CREF_791122""}",2024-11-14 14:40:57
FE000131,CUST004,ASSET_DOT,staking_fee_charge,49.04008396,4.9040084,44.13607556,2025-01-03 00:19:45,2025-01-01,2025-02-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_778487"", ""custodian_ref"": ""CREF_718962""}",2025-01-03 00:19:45
FE000095,CUST003,ASSET_AVAX,staking_reward_earned,474.35228064,47.43522806,426.91705258,2025-04-12 18:34:59,2025-04-01,2025-05-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_634717"", ""custodian_ref"": ""CREF_231055""}",2025-04-12 18:34:59
FE000117,CUST003,ASSET_USDT,stablecoin_transfer_in,3566314.33,1783.157165,3564531.172835,2024-09-19 09:26:47,2024-09-01,2024-09-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_566726"", ""custodian_ref"": ""CREF_776168""}",2024-09-19 09:26:47
FE000940,CUST020,ASSET_ADA,staking_reward_settled,624.12415203,62.4124152,561.71173683,2025-06-05 12:40:24,2025-06-01,2025-07-03,pending,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_101016"", ""custodian_ref"": ""CREF_706082""}",2025-06-05 12:40:24
FE000250,CUST007,ASSET_USDC,stablecoin_transfer_in,4050598.18,2025.29909,4048572.88091,2025-05-28 15:35:40,2025-05-01,2025-05-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_734519"", ""custodian_ref"": ""CREF_238231""}",2025-05-28 15:35:40
FE000889,CUST019,ASSET_SOL,custody_withdrawal,62.67080435,0.0626708,62.60813355,2024-09-11 16:19:34,2024-09-01,2024-09-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_874558"", ""custodian_ref"": ""CREF_607139""}",2024-09-11 16:19:34
FE000209,CUST006,ASSET_MATIC,custody_deposit,385.04255654,0.38504256,384.65751398,2024-09-20 07:21:27,2024-09-01,2024-09-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_780656"", ""custodian_ref"": ""CREF_465202""}",2024-09-20 07:21:27
FE000407,CUST010,ASSET_USDT,stablecoin_transfer_in,4332338.4,2166.1692,4330172.2308,2025-04-11 05:53:47,2025-04-01,2025-04-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_395382"", ""custodian_ref"": ""CREF_205205""}",2025-04-11 05:53:47
FE000813,CUST018,ASSET_USDT,stablecoin_transfer_in,2422245.69,1211.122845,2421034.567155,2024-11-16 22:36:14,2024-11-01,2024-11-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_463402"", ""custodian_ref"": ""CREF_291837""}",2024-11-16 22:36:14
FE000156,CUST004,ASSET_USDC,stablecoin_transfer_out,1879075.83,939.537915,1878136.292085,2024-08-12 19:41:26,2024-08-01,2024-08-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_414909"", ""custodian_ref"": ""CREF_607955""}",2024-08-12 19:41:26
FE000232,CUST006,ASSET_USDC,stablecoin_transfer_in,4157298.02,2078.64901,4155219.37099,2024-07-18 08:07:55,2024-07-01,2024-07-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_821347"", ""custodian_ref"": ""CREF_477576""}",2024-07-18 08:07:55
FE000083,CUST002,ASSET_USDC,stablecoin_transfer_in,3177470.73,1588.735365,3175881.994635,2024-07-25 07:04:06,2024-07-01,2024-07-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_530893"", ""custodian_ref"": ""CREF_835738""}",2024-07-25 07:04:06
FE000775,CUST017,ASSET_ATOM,custody_deposit,700.93035553,0.70093036,700.22942517,2024-11-09 16:10:34,2024-11-01,2024-11-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_109596"", ""custodian_ref"": ""CREF_124712""}",2024-11-09 16:10:34
FE000814,CUST018,ASSET_USDT,stablecoin_transfer_out,1839678.53,919.839265,1838758.690735,2024-11-18 07:06:43,2024-11-01,2024-11-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_898885"", ""custodian_ref"": ""CREF_887598""}",2024-11-18 07:06:43
FE000849,CUST019,ASSET_USDC,stablecoin_transfer_out,1429028.8,714.5144,1428314.2856,2024-11-10 22:16:06,2024-11-01,2024-11-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_838021"", ""custodian_ref"": ""CREF_545020""}",2024-11-10 22:16:06
FE000309,CUST009,ASSET_USDC,stablecoin_transfer_in,461022.94,230.51147,460792.42853,2025-01-28 08:02:51,2025-01-01,2025-01-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_823515"", ""custodian_ref"": ""CREF_856085""}",2025-01-28 08:02:51
FE000188,CUST005,ASSET_ADA,custody_fee_charge,738.09824435,14.76196489,723.33627946,2024-08-16 03:04:29,2024-08-01,2024-08-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_563551"", ""custodian_ref"": ""CREF_435007""}",2024-08-16 03:04:29
FE000087,CUST002,ASSET_BTC,custody_fee_charge,9.01552158,0.18031043,8.83521115,2024-10-20 02:54:11,2024-10-01,2024-10-03,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_507678"", ""custodian_ref"": ""CREF_104718""}",2024-10-20 02:54:11
FE000086,CUST002,ASSET_MATIC,staking_reward_settled,159.53392101,15.9533921,143.58052891,2024-10-27 08:39:32,2024-10-01,2024-10-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_963590"", ""custodian_ref"": ""CREF_687202""}",2024-10-27 08:39:32
FE000600,CUST014,ASSET_DOT,staking_fee_charge,264.65542817,26.46554282,238.18988535,2024-07-09 08:34:50,2024-07-01,2024-08-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_290668"", ""custodian_ref"": ""CREF_195843""}",2024-07-09 08:34:50
FE000327,CUST009,ASSET_SOL,custody_fee_charge,58.51819106,1.17036382,57.34782724,2025-06-08 15:00:33,2025-06-01,2025-06-01,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_470418"", ""custodian_ref"": ""CREF_689149""}",2025-06-08 15:00:33
FE000151,CUST004,ASSET_ETH,custody_fee_charge,36.03464237,0.72069285,35.31394952,2025-06-03 22:08:47,2025-06-01,2025-06-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_737039"", ""custodian_ref"": ""CREF_170672""}",2025-06-03 22:08:47
FE000094,CUST003,ASSET_SOL,staking_reward_settled,31.29797763,3.12979776,28.16817987,2025-06-17 07:23:17,2025-06-01,2025-06-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_764261"", ""custodian_ref"": ""CREF_955196""}",2025-06-17 07:23:17
FE000554,CUST013,ASSET_AVAX,staking_reward_settled,556.73233718,55.67323372,501.05910346,2025-02-19 21:10:45,2025-02-01,2025-03-05,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_622127"", ""custodian_ref"": ""CREF_400925""}",2025-02-19 21:10:45
FE000870,CUST019,ASSET_ATOM,staking_reward_earned,635.57818438,63.55781844,572.02036594,2025-02-09 03:38:39,2025-02-01,2025-03-03,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_900948"", ""custodian_ref"": ""CREF_507960""}",2025-02-09 03:38:39
FE000664,CUST015,ASSET_ETH,staking_fee_charge,86.37647762,8.63764776,77.73882986,2024-11-19 11:22:00,2024-11-01,2024-11-30,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_687132"", ""custodian_ref"": ""CREF_153396""}",2024-11-19 11:22:00
FE000384,CUST010,ASSET_ADA,staking_reward_earned,572.21281845,57.22128185,514.9915366,2025-05-17 17:31:03,2025-05-01,2025-06-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_852236"", ""custodian_ref"": ""CREF_682297""}",2025-05-17 17:31:03
FE000146,CUST004,ASSET_USDT,stablecoin_transfer_out,2907917.26,1453.95863,2906463.30137,2025-06-15 14:30:44,2025-06-01,2025-06-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_164161"", ""custodian_ref"": ""CREF_450894""}",2025-06-15 14:30:44
FE000543,CUST013,ASSET_ATOM,staking_reward_settled,924.68519671,92.46851967,832.21667704,2025-01-16 21:21:10,2025-01-01,2025-01-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_834389"", ""custodian_ref"": ""CREF_783427""}",2025-01-16 21:21:10
FE000551,CUST013,ASSET_ATOM,staking_reward_earned,424.72647505,42.4726475,382.25382755,2025-06-20 18:22:56,2025-06-01,2025-07-03,pending,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_956067"", ""custodian_ref"": ""CREF_961598""}",2025-06-20 18:22:56
FE000837,CUST018,ASSET_ATOM,custody_withdrawal,13.48249712,0.0134825,13.46901462,2025-06-13 17:26:33,2025-06-01,2025-06-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_776099"", ""custodian_ref"": ""CREF_554184""}",2025-06-13 17:26:33
FE000556,CUST013,ASSET_MATIC,staking_reward_earned,793.41522828,79.34152283,714.07370545,2025-02-16 04:54:42,2025-02-01,2025-03-04,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_127564"", ""custodian_ref"": ""CREF_566063""}",2025-02-16 04:54:42
FE000612,CUST014,ASSET_SOL,staking_fee_charge,82.65935569,8.26593557,74.39342012,2025-01-14 04:48:12,2025-01-01,2025-01-29,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_841063"", ""custodian_ref"": ""CREF_796666""}",2025-01-14 04:48:12
FE000417,CUST011,ASSET_USDT,stablecoin_transfer_in,4233914.65,2116.957325,4231797.692675,2025-03-13 01:10:58,2025-03-01,2025-03-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_781918"", ""custodian_ref"": ""CREF_428301""}",2025-03-13 01:10:58
FE000802,CUST018,ASSET_ATOM,staking_fee_charge,505.07950862,50.50795086,454.57155776,2025-05-25 14:35:28,2025-05-01,2025-05-30,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_656536"", ""custodian_ref"": ""CREF_295881""}",2025-05-25 14:35:28
FE000362,CUST010,ASSET_USDC,custody_fee_charge,949.45610673,18.98912213,930.4669846,2024-07-28 23:42:24,2024-07-01,2024-07-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_297856"", ""custodian_ref"": ""CREF_958320""}",2024-07-28 23:42:24
FE000853,CUST019,ASSET_DOT,custody_deposit,312.85707972,0.31285708,312.54422264,2025-01-17 04:24:08,2025-01-01,2025-01-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_559358"", ""custodian_ref"": ""CREF_599936""}",2025-01-17 04:24:08
FE000049,CUST002,ASSET_BTC,custody_withdrawal,3.24488748,0.00324489,3.24164259,2024-09-01 20:06:30,2024-09-01,2024-09-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_403537"", ""custodian_ref"": ""CREF_335299""}",2024-09-01 20:06:30
FE000193,CUST005,ASSET_MATIC,staking_fee_charge,453.9853256,45.39853256,408.58679304,2024-08-01 11:05:51,2024-08-01,2024-09-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_299105"", ""custodian_ref"": ""CREF_993444""}",2024-08-01 11:05:51
FE000704,CUST016,ASSET_AVAX,custody_withdrawal,451.97166248,0.45197166,451.51969082,2024-09-25 04:37:47,2024-09-01,2024-09-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_311206"", ""custodian_ref"": ""CREF_645362""}",2024-09-25 04:37:47
FE000689,CUST016,ASSET_SOL,custody_deposit,40.96615881,0.04096616,40.92519265,2024-08-22 03:59:59,2024-08-01,2024-08-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_378459"", ""custodian_ref"": ""CREF_165946""}",2024-08-22 03:59:59
FE000572,CUST014,ASSET_MATIC,custody_deposit,434.03168669,0.43403169,433.597655,2024-10-02 10:36:03,2024-10-01,2024-10-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_382270"", ""custodian_ref"": ""CREF_224165""}",2024-10-02 10:36:03
FE000840,CUST019,ASSET_USDC,stablecoin_transfer_in,3628468.63,1814.234315,3626654.395685,2025-04-22 15:47:53,2025-04-01,2025-04-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_131596"", ""custodian_ref"": ""CREF_204699""}",2025-04-22 15:47:53
FE000857,CUST019,ASSET_ADA,staking_fee_charge,593.12553412,59.31255341,533.81298071,2025-03-16 11:04:29,2025-03-01,2025-03-28,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_209379"", ""custodian_ref"": ""CREF_359561""}",2025-03-16 11:04:29
FE000608,CUST014,ASSET_ATOM,custody_deposit,782.14369689,0.7821437,781.36155319,2025-01-20 09:02:30,2025-01-01,2025-01-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_999593"", ""custodian_ref"": ""CREF_811709""}",2025-01-20 09:02:30
FE000130,CUST004,ASSET_USDT,stablecoin_transfer_out,2226944.41,1113.472205,2225830.937795,2025-01-24 04:24:51,2025-01-01,2025-01-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_973439"", ""custodian_ref"": ""CREF_906396""}",2025-01-24 04:24:51
FE000493,CUST012,ASSET_ADA,staking_fee_charge,107.8084552,10.78084552,97.02760968,2024-08-24 16:33:31,2024-08-01,2024-08-31,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_124247"", ""custodian_ref"": ""CREF_401288""}",2024-08-24 16:33:31
FE000595,CUST014,ASSET_USDC,stablecoin_transfer_in,3434435.29,1717.217645,3432718.072355,2025-05-21 14:26:16,2025-05-01,2025-05-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_776612"", ""custodian_ref"": ""CREF_205424""}",2025-05-21 14:26:16
FE000679,CUST016,ASSET_USDC,stablecoin_transfer_in,2688245.69,1344.122845,2686901.567155,2025-04-28 18:50:54,2025-04-01,2025-04-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_654797"", ""custodian_ref"": ""CREF_137039""}",2025-04-28 18:50:54
FE000136,CUST004,ASSET_MATIC,staking_reward_earned,198.02839265,19.80283927,178.22555338,2025-04-12 22:09:56,2025-04-01,2025-05-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_480011"", ""custodian_ref"": ""CREF_441756""}",2025-04-12 22:09:56
FE000024,CUST001,ASSET_MATIC,staking_reward_earned,647.87783398,64.7877834,583.09005058,2025-04-08 10:15:31,2025-04-01,2025-04-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_504198"", ""custodian_ref"": ""CREF_380632""}",2025-04-08 10:15:31
FE000246,CUST006,ASSET_USDC,stablecoin_transfer_in,796022.04,398.01102,795624.02898,2025-04-05 17:03:55,2025-04-01,2025-04-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_225025"", ""custodian_ref"": ""CREF_725991""}",2025-04-05 17:03:55
FE000085,CUST002,ASSET_USDC,stablecoin_transfer_in,2533543.5,1266.77175,2532276.72825,2024-10-23 21:46:46,2024-10-01,2024-10-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_463558"", ""custodian_ref"": ""CREF_693475""}",2024-10-23 21:46:46
FE000440,CUST011,ASSET_AVAX,staking_reward_settled,592.27813837,59.22781384,533.05032453,2025-01-04 11:10:28,2025-01-01,2025-01-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_285289"", ""custodian_ref"": ""CREF_881526""}",2025-01-04 11:10:28
FE000592,CUST014,ASSET_SOL,staking_fee_charge,28.08504346,2.80850435,25.27653911,2025-05-01 08:39:41,2025-05-01,2025-06-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_602917"", ""custodian_ref"": ""CREF_608063""}",2025-05-01 08:39:41
FE000747,CUST017,ASSET_ETH,custody_deposit,41.96170541,0.04196171,41.9197437,2025-03-10 16:28:16,2025-03-01,2025-03-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_449851"", ""custodian_ref"": ""CREF_210413""}",2025-03-10 16:28:16
FE000754,CUST017,ASSET_USDT,stablecoin_transfer_out,4024666.93,2012.333465,4022654.596535,2025-04-24 04:46:08,2025-04-01,2025-04-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_384488"", ""custodian_ref"": ""CREF_730694""}",2025-04-24 04:46:08
FE000047,CUST002,ASSET_USDC,stablecoin_transfer_out,4774200.71,2387.100355,4771813.609645,2024-09-03 01:53:44,2024-09-01,2024-09-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_438285"", ""custodian_ref"": ""CREF_296622""}",2024-09-03 01:53:44
FE000162,CUST004,ASSET_USDT,stablecoin_transfer_out,977368.54,488.68427,976879.85573,2024-09-26 20:18:24,2024-09-01,2024-09-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_899847"", ""custodian_ref"": ""CREF_446548""}",2024-09-26 20:18:24
FE000878,CUST019,ASSET_USDC,stablecoin_transfer_in,1837726.86,918.86343,1836807.99657,2024-10-12 22:04:37,2024-10-01,2024-10-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_688572"", ""custodian_ref"": ""CREF_162399""}",2024-10-12 22:04:37
FE000898,CUST020,ASSET_ADA,staking_reward_settled,132.89913888,13.28991389,119.60922499,2024-11-20 00:39:06,2024-11-01,2024-12-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_922506"", ""custodian_ref"": ""CREF_807077""}",2024-11-20 00:39:06
FE000482,CUST012,ASSET_USDC,stablecoin_transfer_in,25872.82,12.93641,25859.88359,2024-07-27 06:25:29,2024-07-01,2024-07-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_653020"", ""custodian_ref"": ""CREF_818899""}",2024-07-27 06:25:29
FE000542,CUST013,ASSET_BTC,custody_deposit,7.3897221,0.00738972,7.38233238,2025-05-16 16:39:50,2025-05-01,2025-05-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_878567"", ""custodian_ref"": ""CREF_988891""}",2025-05-16 16:39:50
FE000687,CUST016,ASSET_USDT,stablecoin_transfer_out,908481.54,454.24077,908027.29923,2024-08-08 05:45:30,2024-08-01,2024-08-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_329051"", ""custodian_ref"": ""CREF_275530""}",2024-08-08 05:45:30
FE000891,CUST019,ASSET_USDC,stablecoin_transfer_in,4900453.8,2450.2269,4898003.5731,2024-09-22 05:01:53,2024-09-01,2024-09-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_158515"", ""custodian_ref"": ""CREF_684526""}",2024-09-22 05:01:53
FE000653,CUST015,ASSET_USDT,stablecoin_transfer_in,228559.49,114.279745,228445.210255,2025-05-14 16:15:41,2025-05-01,2025-05-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_227168"", ""custodian_ref"": ""CREF_381007""}",2025-05-14 16:15:41
FE000385,CUST010,ASSET_ATOM,custody_fee_charge,735.64569974,14.71291399,720.93278575,2025-05-27 12:01:15,2025-05-01,2025-05-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_529652"", ""custodian_ref"": ""CREF_544249""}",2025-05-27 12:01:15
FE000454,CUST011,ASSET_MATIC,staking_reward_settled,6.8099977,0.68099977,6.12899793,2024-12-02 07:44:51,2024-12-01,2024-12-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_428393"", ""custodian_ref"": ""CREF_977177""}",2024-12-02 07:44:51
FE000916,CUST020,ASSET_ETH,staking_reward_settled,39.15713749,3.91571375,35.24142374,2025-02-03 22:59:33,2025-02-01,2025-03-05,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_797620"", ""custodian_ref"": ""CREF_603855""}",2025-02-03 22:59:33
FE000474,CUST012,ASSET_AVAX,custody_deposit,156.49887131,0.15649887,156.34237244,2025-01-08 07:44:33,2025-01-01,2025-01-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_650663"", ""custodian_ref"": ""CREF_762023""}",2025-01-08 07:44:33
FE000943,CUST020,ASSET_USDC,custody_deposit,323.75164262,0.32375164,323.42789098,2025-06-28 18:31:55,2025-06-01,2025-06-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_927456"", ""custodian_ref"": ""CREF_885096""}",2025-06-28 18:31:55
FE000502,CUST012,ASSET_USDC,custody_deposit,162.85519511,0.1628552,162.69233991,2025-03-16 19:17:02,2025-03-01,2025-03-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_554510"", ""custodian_ref"": ""CREF_798568""}",2025-03-16 19:17:02
FE000408,CUST010,ASSET_SOL,staking_fee_charge,7.52343227,0.75234323,6.77108904,2025-04-02 04:01:18,2025-04-01,2025-05-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_121168"", ""custodian_ref"": ""CREF_376690""}",2025-04-02 04:01:18
FE000166,CUST004,ASSET_SOL,custody_fee_charge,5.12284693,0.10245694,5.02038999,2025-03-04 19:18:00,2025-03-01,2025-03-02,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_435010"", ""custodian_ref"": ""CREF_764162""}",2025-03-04 19:18:00
FE000410,CUST011,ASSET_SOL,staking_reward_settled,90.27369362,9.02736936,81.24632426,2025-02-03 00:56:07,2025-02-01,2025-03-05,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_854215"", ""custodian_ref"": ""CREF_439004""}",2025-02-03 00:56:07
FE000251,CUST007,ASSET_ETH,staking_reward_earned,63.86896192,6.38689619,57.48206573,2025-05-23 04:55:57,2025-05-01,2025-06-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_546967"", ""custodian_ref"": ""CREF_772371""}",2025-05-23 04:55:57
FE000598,CUST014,ASSET_DOT,staking_reward_settled,932.33227672,93.23322767,839.09904905,2024-07-05 14:58:48,2024-07-01,2024-07-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_609950"", ""custodian_ref"": ""CREF_831233""}",2024-07-05 14:58:48
FE000498,CUST012,ASSET_ATOM,staking_reward_earned,309.59893498,30.9598935,278.63904148,2025-03-15 16:17:45,2025-03-01,2025-03-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_520451"", ""custodian_ref"": ""CREF_365359""}",2025-03-15 16:17:45
FE000622,CUST014,ASSET_USDT,stablecoin_transfer_in,2855802.92,1427.90146,2854375.01854,2024-08-20 19:16:21,2024-08-01,2024-08-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_177844"", ""custodian_ref"": ""CREF_138732""}",2024-08-20 19:16:21
FE000852,CUST019,ASSET_USDC,stablecoin_transfer_out,2922668.65,1461.334325,2921207.315675,2025-01-04 13:43:10,2025-01-01,2025-01-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_687360"", ""custodian_ref"": ""CREF_844024""}",2025-01-04 13:43:10
FE000944,CUST020,ASSET_SOL,staking_reward_earned,17.00708791,1.70070879,15.30637912,2025-01-02 08:15:01,2025-01-01,2025-01-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_164234"", ""custodian_ref"": ""CREF_518692""}",2025-01-02 08:15:01
FE000539,CUST013,ASSET_USDT,stablecoin_transfer_out,300615.77,150.307885,300465.462115,2025-05-15 00:39:23,2025-05-01,2025-05-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_776661"", ""custodian_ref"": ""CREF_856582""}",2025-05-15 00:39:23
FE000013,CUST001,ASSET_ETH,staking_fee_charge,83.64314667,8.36431467,75.278832,2024-08-18 04:58:13,2024-08-01,2024-08-28,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_589291"", ""custodian_ref"": ""CREF_611942""}",2024-08-18 04:58:13
